drug,up_GENE,down_GENE
Lipopolysaccharide,"CXCL8,CCL4,IL1B,CCL3L3,CCL20,IL6,CCL2,NFKBIA,TNFAIP6,SERPINB2,IL1RN,BCL2A1,G0S2,AQP9,ISG15,CXCL2,SOD2,MARCKS,TNFAIP3,MX1,HBD,EIF1AY,CXCL1,PTX3,PTGS2,IER3,SERPINA1,IFITM1,PI3,PLAUR,GCH1,FTH1,ACSL1,SLC39A8,PLEK,PLSCR1,BASP1,LCN2,RPL19,HIF1A,PFKFB3,ADA,TNFRSF1B,IFI16,NAMPT,FPR1,PELI1,TNIP1,CSTB,HBB,CD48,NFKB1,HLA-C,HCAR3,C3AR1,CD44,SLAMF7,ADAR,HCK,MCL1,OAS2,KCNJ2,HLA-B,BNIP3L,CCR7,PPIF,IFITM2,S100A8,IFITM3,TPT1,H3F3B,CXCL3,DUSP1,TNFSF10,MKRN1,RPL23A,ALOX5AP,ISG20,CCRL2,IFIT1,LTF,JUNB,MT2A,TNFAIP2,SAMSN1,GADD45B,GABARAPL2,SELL,FAM129A,MX2,PTGER4,NMI,IFIH1,IRF7,RPS4Y1,IL12B,KMO,B4GALT5,LYN,ADM,LITAF,NBN,UGCG,KYNU,SNN,CD83,SAT1,HK1,LTB,UBE2L6,IVNS1ABP,S100A12,PLA2G7,LCP2,LAP3,SPECC1L,OAS1,OASL,IRF9,ITK,IFNGR2,HLA-G,EMR1,CLIC4,TNF,PHF11,ID2,CTSL,IL2RG,S100A9,LAMP3,RPS14,MAFF,MYD88,HERC5,FPR2,SLPI,LCP1,SP110,BATF,IGSF6,ATP2B1,CDKN1A,ARFGAP3,SRGN,INSIG1,STAT3,ZFP36,UBE2E1,CHI3L1,SLCO4A1,NFKB2,DDX21,MAP3K4,IFIT3,HIST2H2AA4,TERF2IP,LILRB2,MAP3K8,MYC,APOBEC3G,SERPINB9,CYCS,MMP8,BACH1,IFI44,NINJ1,TNFAIP8,EIF1,BCL6,FFAR2,XAF1,DEFA4,IDO1,PPA1,PRF1,GNG10,CD69,NSMAF,ANP32A,PLAU,CD55,LIMK2,GBP2,MMP9,DEFA1B,BIRC3,FCER1G,SMS,ERAP2,PPP1R15A,TAPBP,STK26,NFE2L2,IFI44L,OAS3,SLC7A11,TXN,KAT6A,SLC7A7,HBA2,GZMB,WARS,NPM1,RAB1A,PDE4B,IL2RB,S100P,BCL3,HIVEP2,SRSF2,RETN,DUSP2,GPR137B,RHOQ,RAC2,CCNL1,LDHA,CYBA,PSMB8,STAT1,ANXA5,UBE2B,HSPD1,GZMA,IFIT5,VNN2,NPRL3,PNRC1,ALCAM,EHD1,HNRNPC,CD164,PADI4,CDC42EP3,LILRA3,ADAM8,PSME2,CREM,IER2,SLC2A3,INHBA,SEPT9,AZIN1,CFLAR,GPR171,VCAN,IFI30,LAPTM5,S100A10,GPX1,RPL37,HSPA1B,CYP1B1,MARCKSL1,CD14,EPB42,CTSB,RPLP1,MYL6,RPL21,S100A4,RPL39,GAPDH,HLA-DRB4,HLA-DPB1,TFRC,LGALS1,LTA4H,PECAM1,JUND,RPS17,ITM2B,RPL8,PSAP,RPL18AP3,RPL30,RPL27,GNB2L1,ACTB,ALDOA,RPL13,EVI2A,CD74,CCNI,RPLP2,DDX3X,ZFAND5,SH3BGRL3,RPS8,GYPA,CALM2,RPS28,GYPB,CCR2,PPBP,MPP1,UROD,CD9,NUDT4P1,CXCR4,HLA-DRB1,EIF2AK1,RPS24,RPL32,RPS15A,GSPT1,GYPC,TXNIP,H3F3AP4,FCN1,PTGES3,ENG,FBXO7,OLR1,PDCD10,ARHGDIB,TGFBI,RNF11,HMBS,PABPC3,RPL4,HLA-DRB5,COTL1,CAT,ARL6IP5,MNDA,SLC38A2,EEF2,RPL37A,STK24,EMP3,EPB41,RPL36A,RPL7,DMTN,ANXA2,RPS10,H2AFY,ACTG1,RPL28,HSPA8,PNP,BTG1,BPGM,ANXA1,SORL1,GABARAP,RAC1,RPS15,VIM,FCGR3B,SLC7A5,DYNLL1,RPS27A,RPL17,RPL12,MAP2K3,WNK1,TYROBP,RHOA,RPL15,RPS26,HMGN2,ATP6AP2,RPS13,PFDN5,RPL27A,CD63,RPS23,HNRNPA1,NFE2,LPAR6,FPR3,C5AR1,FOS,RPL11,HSP90AA1,RPL23,RPL29,SEC62,S100A11,BSG,HNRNPA2B1,DUSP6,HIST1H2AC,ACP1,TXNL1,PFN1,GADD45A,SKP1,PRKAR1A,SRP9,OSBP2,YBX1,RPL34,PKM,SEC11A,LYL1,SLC4A1,HEXIM1,CLEC5A,RAP1A,RPL36,ACTN1,KLF1,TSPAN5,RPS12,COPB1,DNAJB1,MYL12B,CYBB,SNCA,FGL2,GLIPR1,PABPC1,SOD1,EEF1A1,CORO1C,C9orf78,CLIC1,CD37,ARL4A,HMGA1,TUBA1A,CD52,CNBP,IFNGR1,SLC25A3,PPIL3,RPS9,GLTSCR2,ZFP36L2,NPC2,HLA-DQA2,APLP2,HMGB1,CDKN1B,FECH,LMO2,HSD17B11,CHP1,UBE2H,R3HDM4,CRLF3,TGFBR2,PF4,GDE1,RIOK3,DR1,RPS29,WASF2,MAPK1,MAT2B,STAG2,CCR1,ACTR2,THBS1,HLA-A,PEA15,MSN,CLCN3,SLC2A1,LOC100093631,BTF3,TOB1,WIPF1,LAPTM4A,CTNNB1,SNAP23,CD81,FOXO3,TKT,ARPC3,SLC25A5,YY1,IL13RA1,HBE1,TMEM59,YWHAH,RBX1,RTN4,CYTIP,FUCA1,GSTO1,CD36,ATP6V0E1,EIF5,RPS7,GDI2,RPL41,SARAF,CITED2,MKNK2,YWHAZ,ITGAV,RGS19,RPS3,GLUL,RPL35,PICALM,MATR3,CORO1A,PPM1A,MBNL1,UBE2E3,FXYD5,RHD,RAP2B,RPL10A,ZNF217,SLC6A8,YWHAB,UBE2D3,MORF4,C14orf2,RNF130,NDEL1,CFL1,KLF2,UQCRC1,HPCAL1,AFF1,GNG5,LARP1,CPOX,ALDH2,PPP1CA,ABLIM1,RPS25,ATG3,TOP1,CAPZA1,SPTA1,SRP14,COX7B,RPS4X,RAB6C,ACP5,RAD21,MORF4L1,AP2S1,S100A6,RPL18,ZYX,RPS6,RHAG,TM6SF1,PTP4A2,LBR,TGFB1,EPB41L3,RPL14,OAT,RAD23B,CSNK2B,PCBP1,LMNA,SELENBP1,HBZ,BIRC2,PDIA3,LAT2,VAPA,SLC16A3,MAFB,DCK,CALM1,HECA,RPS5,RANBP9,RCBTB2,PLP2,ANXA11,ATP6V0C,COX5A,COPS2,ITGAL,CAPNS1,VPS26A,EIF3F,RBM39,ROCK1,PCNP,UQCR10,LEPROT,PRCP,ZBTB18,RPS16,HIST1H2BK,CTSH,DYRK1A,CANX,CELF2,BLVRB,CD27,LASP1,COX4I1",
